1,DownTown, doctothoncest parti pour  heures de direct... de vraies infos et des verites sur le covid.cest par ici ,10-12-2021 08:29:14,-1,covid
1,Hi from 🇧🇪 ⚓️🇺🇸🇷🇺🌍🌎🌏🌕✨⚓️,on est le  decembre  je dois payer euros par jour pour montrer que j ai pas le covid sous peine d amende… ,10-12-2021 08:29:13,0,covid
1,Citizen4Science,covid vaccination la campagne vaccinale qui sera lancee des le / pour les enfants va les proteger securise… ,10-12-2021 08:29:12,2,covid
1,Vaorynn 🏴‍☠️🏴‍☠️,quand je pense qu’ils ont interdit aux futurs docteurs d’inviter leurs proches a leur soutenance de these a cause d… ,10-12-2021 08:29:11,0,covid
1,Moreau Marie Hélène,mon quotidien: il va falloir s’habituer a vivre avec des souvenirs c’etait il y a deux ans dernieres vacances ava… ,10-12-2021 08:29:11,2,covid
1,Kate Yasmina 💉💉,   donc ce que vit votre mere est valable pour tous il faut donc faire… ,10-12-2021 08:29:10,2,covid
1,Martin jose,le conseil europeen reconnait que la vaccination n’est d’aucune utilite contre la transmission : vaccine ou non il… ,10-12-2021 08:29:08,2,covid
1,christ83,rappel: les protocoles de traitement precoce et prevention (prophylaxie) du covid elabores par la flccc sont dispon… ,10-12-2021 08:29:05,2,covid
1,Sirvilo RIEPA, cest a cause du manque de personnel le gars il vient tranquille pour le covid et on lui ampute le bra… ,10-12-2021 08:29:04,0,covid
1,Err :510, _crpv un peu dans la meme veine jai laisse un avis bidon ici : la fameu… ,10-12-2021 08:29:04,2,covid
1,lalocadelostrapos,etude francaise. sur   personnes qui disaient souffrir de la covid longue seules   dentres elles ont t… ,10-12-2021 08:29:04,2,covid
1,🇫🇷 B110 🇫🇷,selon le vaers (la pharmacovigilance us) les inoculats contre la covid- ont accumule en  an plus d’effets second… ,10-12-2021 08:29:03,0,covid
1,Juste les faits.,loms incite-t-elle reellement a eviter une vaccination des enfants  ,10-12-2021 08:29:01,2,covid
1,GuyLetyn,ivan rioufol tue le covid sans fievre sans desagrement et sans picouse juste en se soignant avec ivermectine et a… ,10-12-2021 08:29:01,4,covid
1,isabelle paquet,je narrive pas a comprendre que les pires humains voulant voir les non-vaccines se faire injecter de forceempriso… ,10-12-2021 08:29:01,0,covid
1,Tom Guerlain 🇫🇷🇬🇷,eric zemmour est a l’escp  ,10-12-2021 08:30:01,0,zemmour
1,AlexisW87🇫🇷☨ن,il faudra rappeler a monsieur zemmour que si un jeune etudiant ou jeune actif n’arrive pas a payer son loyer il… ,10-12-2021 08:30:01,0,zemmour
1,MoroccanGirl🇲🇦,zemmour veut virer  au bout de  mois des etrangers qui seraient au chomage imaginons un cadre americain ou seneg… ,10-12-2021 08:30:00,0,zemmour
1,Fanny ⚓,je vois tous les tweets des soutiens de pecresse la seule candidate qui peut battre macron  aucune mention de le… ,10-12-2021 08:29:57,4,zemmour
1,C.moi,elysee  : le comportement de lea salame face a eric zemmour sidere les telespectateurs  ,10-12-2021 08:29:57,0,zemmour
1,"🍓🍓🍓 Educ' nat, moi non plus... 🍓🍓🍓",zemmour deteste l’islam les musulmans les gays les trans les bi les exiles les metoo les femmes les migran… ,10-12-2021 08:29:56,0,zemmour
1,Kilgore Trout,cabu dans charlie il y a  ans… visionnaire. zemmour etait deja d’extreme droite. on ne peut pas dire que l’on ne… ,10-12-2021 08:29:56,0,zemmour
1,LE REVEIL SERA BRUTAL,c’est parti avec patrick louis agnes marion eric pelet thibaut monnier et des personnalites de la societe civ… ,10-12-2021 08:29:56,2,zemmour
